artist,title,album,nof_tracks,key,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,nof notes,%C,%C#,%D,%D#,%E,%F,%F#,%G,%G#,%A,%A#,%B,genre
Porcupine Tree,Drown With Me,In Absentia,10,E/C#m,1509,3100,2178,1180,2042,11,2445,976,28,1421,491,1773,17154,8.796782091640434,18.07158680191209,12.696747114375656,6.878862072985894,11.903929112743384,0.06412498542613967,14.253235396991956,5.689635070537484,0.16322723563017372,8.283782208231315,2.862306167657689,10.335781741867786,rock
Porcupine Tree,Shallow,Deadwing,5,F/Dm,443,0,1355,0,152,371,32,342,19,415,0,64,3193,13.874099592859379,0.0,42.436580018791105,0.0,4.760413404321954,11.619166927654243,1.0021922956467273,10.710930159724397,0.5950516755402443,12.997181334168491,0.0,2.0043845912934546,rock
Porcupine Tree,Lazarus,Deadwing,10,A/F#m,31,477,1104,0,1305,43,282,0,640,1522,0,702,6106,0.5076973468719292,7.811988208319685,18.080576482148704,0.0,21.372420569931215,0.7042253521126761,4.61840812315755,0.0,10.48149361283983,24.92630199803472,0.0,11.496888306583688,rock
Porcupine Tree,Dark Matter,Signify,9,C/Am,407,260,199,6,589,285,79,370,0,1623,0,180,3998,10.18009004502251,6.503251625812906,4.977488744372186,0.1500750375187594,14.732366183091546,7.12856428214107,1.9759879939969984,9.254627313656828,0.0,40.59529764882441,0.0,4.502251125562781,rock
Porcupine Tree,Signify,Signify,5,G/Em,12,9,72,337,946,0,33,40,1,49,12,44,1555,0.7717041800643086,0.5787781350482315,4.630225080385852,21.672025723472668,60.836012861736336,0.0,2.122186495176849,2.572347266881029,0.06430868167202572,3.1511254019292605,0.7717041800643086,2.829581993569132,rock
Porcupine Tree,Pure Narcotic,unknown,8,G/Em,508,222,971,26,1738,190,273,688,0,1262,130,276,6284,8.084022915340547,3.532781667727562,15.451941438574156,0.4137492043284532,27.657542966263527,3.0235518777848505,4.344366645448758,10.9484404837683,0.0,20.08274984086569,2.068746021642266,4.392106938255888,rock
Porcupine Tree,The Sound of Muzak,In Absentia,8,F/Dm,326,0,591,16,142,254,2,227,1,206,203,0,1968,16.565040650406505,0.0,30.03048780487805,0.8130081300813009,7.215447154471545,12.90650406504065,0.10162601626016261,11.534552845528454,0.05081300813008131,10.467479674796747,10.315040650406504,0.0,rock
Porcupine Tree,Mellotron Scratch,Deadwing,10,F/Dm,315,154,801,0,521,496,72,372,24,618,67,126,3566,8.8334268087493,4.318564217610768,22.462142456533932,0.0,14.610207515423443,13.909141895681435,2.0190689848569825,10.431856421761076,0.6730229949523275,17.330342120022436,1.878855860908581,3.5333707234997194,rock
Porcupine Tree,Blackest Eyes,unknown,8,F/Dm,233,231,1018,15,986,369,0,330,24,966,105,430,4707,4.950074357340132,4.907584448693435,21.627363501168475,0.3186743148502231,20.94752496282133,7.839388145315487,0.0,7.0108349267049075,0.5098789037603569,20.52262587635437,2.2307202039515617,9.135330359039727,rock
Porcupine Tree,Lightbulb Sun,Lightbulb Sun,6,G/Em,583,100,854,309,117,259,51,1660,407,300,232,263,5135,11.353456669912367,1.9474196689386565,16.630963972736122,6.017526777020448,2.278481012658228,5.04381694255112,0.9931840311587148,32.327166504381694,7.925998052580331,5.8422590068159685,4.5180136319376825,5.1217137293086665,rock
Porcupine Tree,Piano Lessons,unknown,10,E/C#m,400,934,616,330,1867,799,1052,208,317,1018,1,1294,8836,4.526935264825712,10.57039384336804,6.971480307831598,3.7347215934812135,21.129470348574014,9.042553191489363,11.905839746491626,2.3540063377093707,3.5875961973743777,11.521050248981439,0.011317338162064282,14.644635581711182,rock
Red Hot Chili Peppers,Get Up And Jump,The Red Hot Chili Peppers,6,A#/Gm,5,92,242,2,23,278,80,1132,9,51,105,19,2038,0.24533856722276742,4.5142296368989205,11.874386653581944,0.09813542688910697,1.1285574092247301,13.640824337585869,3.9254170755642788,55.54465161923454,0.4416094210009814,2.502453385672228,5.1521099116781155,0.9322865554465163,rock
Red Hot Chili Peppers,Funky Monks,Blood Sugar Sex Magik,8,A#/Gm,501,15,623,96,368,223,131,815,97,391,430,121,3811,13.146155864602466,0.39359748097612174,16.34741537654159,2.519023878247179,9.656258199947521,5.851482550511677,3.4374180005247967,21.385463133035948,2.5452637103122537,10.25977433744424,11.283127787982156,3.1750196798740484,rock
Led Zeppelin,Bring It On Home,Led Zeppelin II,8,E/C#m,8,300,206,3,1003,0,100,306,358,548,61,786,3679,0.21745039412883935,8.154389779831476,5.599347648817613,0.08154389779831477,27.262843163903234,0.0,2.7181299266104917,8.317477575428105,9.73090513726556,14.895351997825495,1.6580592552324,21.364501223158467,rock
unknown,unknown,unknown,8,G/Em,4,354,1244,19,1981,0,237,507,387,1489,3,976,7201,0.05554784057769754,4.915983891126233,17.275378419663937,0.2638522427440633,27.510068046104706,0.0,3.2912095542285793,7.040688793223164,5.374253575892237,20.67768365504791,0.04166088043327316,13.5536731009582,rock
David Bowie,"John, I'm Only Dancing",(not on an album),4,G/Em,407,146,551,53,1546,252,37,1497,163,432,1,1293,6378,6.381310755722796,2.2891188460332392,8.639071809344623,0.8309814989024772,24.239573534023204,3.951081843838194,0.5801191596111633,23.471307619943556,2.5556600815302604,6.773283160865475,0.01567889620570712,20.272812793979302,rock
David Bowie,China Girl,unknown,10,G/Em,450,16,585,132,926,66,428,886,15,714,2,835,5055,8.902077151335313,0.3165182987141444,11.572700296735905,2.6112759643916914,18.318496538081106,1.3056379821958457,8.466864490603362,17.527200791295748,0.2967359050445104,14.124629080118694,0.03956478733926805,16.51829871414441,rock
David Bowie,New Killer Star,unknown,10,C/Am,374,120,385,347,400,594,4,494,161,771,176,37,3863,9.681594615583743,3.1063939943049443,9.96634739839503,8.98265596686513,10.354646647683149,15.376650271809474,0.1035464664768315,12.787988609888687,4.167745275692467,19.958581413409267,4.556044524980585,0.9578048149106911,rock
David Bowie,Fall Dog Bombs the Moon,Reality,5,G/Em,48,104,407,0,793,0,181,209,0,383,0,253,2378,2.0185029436501263,4.373423044575273,17.115222876366694,0.0,33.34735071488646,0.0,7.61143818334735,8.788898233809924,0.0,16.105971404541634,0.0,10.63919259882254,rock
unknown,unknown,unknown,8,G#/Fm,56,0,7,164,0,294,0,79,92,65,0,6,763,7.339449541284404,0.0,0.9174311926605505,21.494102228047183,0.0,38.53211009174312,0.0,10.35386631716907,12.057667103538664,8.51900393184797,0.0,0.7863695937090431,rock
David Bowie,All The Young Dudes,Ziggy Stardust - The Motion Picture,5,A/F#m,147,181,323,0,391,65,292,134,22,623,5,190,2373,6.1946902654867255,7.627475769068689,13.611462284028656,0.0,16.477033291192583,2.7391487568478716,12.305099030762747,5.646860514117151,0.9270965023177412,26.253687315634217,0.21070375052675938,8.006742520016855,rock
David Bowie (& Freddy Mercury),Under Pressure,unknown,17,D/Bm,116,446,1128,0,503,121,213,973,544,1025,23,490,5582,2.0781082049444644,7.989967753493371,20.207810820494444,0.0,9.011107130060909,2.167681834467933,3.815836617699749,17.43102830526693,9.74561089215335,18.362594052311,0.4120386958079541,8.778215693299893,rock
David Bowie,Afraid,Heathen,7,A#/Gm,351,0,247,316,299,350,64,774,0,269,488,10,3168,11.079545454545455,0.0,7.796717171717171,9.974747474747476,9.438131313131313,11.047979797979798,2.0202020202020203,24.431818181818183,0.0,8.491161616161616,15.404040404040403,0.31565656565656564,rock
David Bowie,Hang On To Yourself,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars,4,G/Em,452,216,597,80,527,24,540,728,4,717,30,488,4403,10.265727912786735,4.9057460822166705,13.558937088348852,1.816942993413582,11.96911196911197,0.5450828980240745,12.264365205541676,16.534181240063592,0.09084714967067908,16.284351578469224,0.6813536225300931,11.083352259822849,rock
David Bowie,Fame,Young Americans,7,F/Dm,169,0,812,740,31,635,0,428,448,170,126,16,3575,4.7272727272727275,0.0,22.713286713286713,20.6993006993007,0.8671328671328672,17.762237762237763,0.0,11.972027972027972,12.531468531468532,4.755244755244755,3.5244755244755246,0.44755244755244755,rock
David Bowie,Rock 'N' Roll Suicide,Ziggy Stardust,7,A#/Gm,322,345,308,68,351,341,74,389,231,259,342,225,3255,9.89247311827957,10.599078341013826,9.46236559139785,2.089093701996928,10.783410138248847,10.476190476190476,2.273425499231951,11.950844854070661,7.096774193548387,7.956989247311828,10.506912442396313,6.912442396313365,rock
David Bowie,Let's Dance,Let's Dance,10,C#/A#m,44,1037,12,757,0,608,379,146,181,60,1856,14,5094,0.8637612877895563,20.357283078131136,0.23557126030624262,14.860620337652138,0.0,11.93561052218296,7.440125638005497,2.866117000392619,3.5531998429524934,1.1778563015312131,36.43502159403219,0.27483313702394974,rock
David Bowie,Ashes To Ashes,Scary Monsters,8,G#/Fm,316,326,23,486,0,403,342,48,491,35,483,0,2953,10.700982052150355,11.03962072468676,0.7788689468337284,16.45783948526922,0.0,13.647138503217068,11.581442600745005,1.6254656281747375,16.627158821537417,1.1852353538774127,16.356247883508296,0.0,rock
David Bowie,Sound And Vision,Low,7,G/Em,154,108,648,0,132,0,52,707,0,685,0,350,2836,5.430183356840621,3.80818053596615,22.8490832157969,0.0,4.65444287729196,0.0,1.8335684062059237,24.929478138222848,0.0,24.15373765867419,0.0,12.341325811001411,rock
Foo FIghters,for all the cows,Foo Fighters,4,D/Bm,337,54,146,93,726,0,210,323,95,348,92,881,3305,10.196671709531014,1.6338880484114977,4.417549167927383,2.8139183055975794,21.966717095310138,0.0,6.354009077155824,9.773071104387292,2.8744326777609683,10.529500756429652,2.783661119515885,26.65658093797277,rock
Foo Fighters,Normal (4.30),Times Like These - Single,5,E/C#m,0,198,32,240,843,0,258,74,275,229,0,373,2522,0.0,7.8509119746233145,1.26883425852498,9.516256938937351,33.42585249801744,0.0,10.229976209357652,2.9341792228390164,10.904044409199049,9.080095162569389,0.0,14.789849325931801,rock
Foo Fighters,Still,In Your Honor,4,A#/Gm,62,0,4,12,36,38,0,71,32,19,86,0,360,17.22222222222222,0.0,1.1111111111111112,3.3333333333333335,10.0,10.555555555555555,0.0,19.72222222222222,8.88888888888889,5.277777777777778,23.88888888888889,0.0,rock
Foo Fighters,"Hey, Johnny Park!",The colour and the shape,5,D/Bm,216,17,1261,0,383,192,459,649,70,484,0,581,4312,5.009276437847866,0.39424860853432286,29.243970315398887,0.0,8.882189239332096,4.452690166975881,10.644712430426715,15.051020408163266,1.6233766233766231,11.224489795918368,0.0,13.474025974025974,rock
unknown,unknown,unknown,4,E/C#m,0,190,528,377,1943,0,391,15,375,1207,70,819,5915,0.0,3.2121724429416734,8.926458157227387,6.373626373626373,32.84868977176669,0.0,6.610312764158918,0.25359256128486896,6.339814032121724,20.40574809805579,1.183431952662722,13.846153846153847,rock
Foo Fighters,Exhausted,unknown,4,C/Am,1168,0,1325,0,983,1277,36,876,0,1934,208,663,8470,13.789846517119244,0.0,15.643447461629279,0.0,11.605667060212514,15.076741440377802,0.4250295159386069,10.342384887839433,0.0,22.83353010625738,2.455726092089728,7.8276269185360094,rock
Foo Fighters,The Pretender,"Echoes, Silence, Patience and Grace",10,C/Am,1518,24,771,16,2929,518,779,482,6,3281,0,152,10476,14.490263459335626,0.22909507445589922,7.359679266895762,0.15273004963726614,27.959144711722033,4.944635357006491,7.436044291714394,4.6009927453226425,0.057273768613974804,31.319205803741884,0.0,1.4509354715540281,rock
unknown,I'll Stick Around,unknown,5,A#/Gm,521,0,921,678,611,905,74,2634,0,674,814,579,8411,6.194269409107122,0.0,10.949946498632743,8.060872666745928,7.2642967542503865,10.759719415051718,0.87980026156224,31.316133634526217,0.0,8.013315895850672,9.67780287718464,6.883842587088336,rock
Foo Fighters,New way home,the colour and the shape,5,A/F#m,454,525,1135,1,617,833,553,1110,108,2129,24,391,7880,5.761421319796954,6.662436548223351,14.403553299492385,0.012690355329949238,7.82994923857868,10.571065989847716,7.0177664974619285,14.086294416243655,1.3705583756345179,27.01776649746193,0.3045685279187817,4.961928934010152,rock
Foo Fighters,End Over End,In Your Honor,10,D/Bm,1544,0,4590,0,782,510,660,1982,0,3373,0,467,13908,11.101524302559678,0.0,33.00258843830889,0.0,5.622663215415588,3.6669542709232097,4.745470232959448,14.250790911705494,0.0,24.25222893298821,0.0,3.357779695139488,rock
Foo Fighters,Halo,One By One,8,F/Dm,1340,0,2005,356,494,590,182,1947,0,843,452,88,8297,16.150415812944438,0.0,24.165360973845967,4.290707484633,5.953959262383994,7.111003977341207,2.1935639387730506,23.466313125225984,0.0,10.160298903218031,5.447752199590213,1.0606243220441123,rock
unknown,The Last Song,unknown,6,D/Bm,0,482,643,80,1416,0,933,15,167,527,0,2057,6320,0.0,7.626582278481013,10.174050632911392,1.2658227848101267,22.40506329113924,0.0,14.762658227848103,0.23734177215189875,2.642405063291139,8.33860759493671,0.0,32.54746835443038,rock
Foo Fighters,Baker st,unknown,5,D/Bm,652,164,1797,104,594,160,231,1141,0,1616,34,204,6697,9.735702553382112,2.4488576974764817,26.83291025832462,1.5529341496192326,8.869643123786771,2.3891294609526654,3.449305659250411,17.037479468418695,0.0,24.130207555621922,0.5076900104524414,3.0461400627146484,rock
Foo Fighters,Burn Away,one by one,3,D/Bm,10,0,226,0,77,0,26,131,0,156,0,27,653,1.5313935681470139,0.0,34.60949464012251,0.0,11.791730474732006,0.0,3.9816232771822357,20.06125574272588,0.0,23.889739663093415,0.0,4.134762633996937,rock
Foo Fighters,Alone + Easy Target,Foo Fighters,6,D/Bm,828,158,1888,6,670,433,436,676,88,1357,60,310,6910,11.982633863965269,2.2865412445730824,27.32272069464544,0.08683068017366136,9.696092619392186,6.266280752532562,6.309696092619392,9.782923299565846,1.2735166425470335,19.638205499276413,0.8683068017366137,4.486251808972503,rock
Foo Fighters,The One,unknown,4,C/Am,430,44,665,20,312,304,55,532,123,877,6,52,3420,12.573099415204677,1.2865497076023393,19.444444444444446,0.5847953216374269,9.12280701754386,8.88888888888889,1.608187134502924,15.555555555555555,3.5964912280701755,25.643274853801167,0.17543859649122806,1.5204678362573099,rock
Foo Fighters,Stacked Actors,There is nothing left to lose,5,C/Am,693,36,510,194,496,43,170,543,0,531,0,5,3221,21.515057435579013,1.11766532132878,15.833592052157716,6.022974231605092,15.398944427196524,1.334989133809376,5.277864017385904,16.858118596709097,0.0,16.485563489599503,0.0,0.1552312946289972,rock
Foo Fighters,Resolve,In Your Honour,7,D/Bm,0,138,1688,1,1350,0,494,1248,0,1248,0,898,7065,0.0,1.9532908704883227,23.89242745930644,0.014154281670205238,19.10828025477707,0.0,6.992215145081388,17.664543524416136,0.0,17.664543524416136,0.0,12.710544939844304,rock
Led Zeppelin,All My Love,In Through The Out Door,18,F/Dm,1030,248,1642,5,945,827,509,1072,22,1506,320,840,8966,11.487842962302029,2.7660049074280617,18.31362926611644,0.05576622797233995,10.539817086772251,9.22373410662503,5.677002007584207,11.956279277269685,0.24537140307829577,16.79678786526879,3.569038590229757,9.368726299353112,rock
unknown,unknown,unknown,6,C/Am,748,0,682,22,1735,92,734,736,0,2471,0,435,7655,9.771391247550621,0.0,8.90920966688439,0.2873938602220771,22.664924885695623,1.201828870019595,9.588504245591118,9.61463096015676,0.0,32.279555845852386,0.0,5.682560418027434,rock
Foo Fighters,Wheels,unknown,5,E/C#m,0,722,836,0,1814,0,784,44,390,1743,0,718,7051,0.0,10.239682314565309,11.856474258970358,0.0,25.726847255708414,0.0,11.118990214154021,0.62402496099844,5.531130336122536,24.719897886824562,0.0,10.18295277265636,rock
Porcupine Tree,What Happens Now?,Nil Recurring,10,D/Bm,624,16,3347,193,342,25,133,761,38,503,67,615,6664,9.36374549819928,0.24009603841536614,50.22509003601441,2.8961584633853543,5.132052821128451,0.3751500600240096,1.9957983193277309,11.419567827130853,0.5702280912364946,7.548019207683073,1.0054021608643458,9.228691476590637,rock
unknown,unknown,unknown,9,D/Bm,99,0,518,0,261,23,531,88,0,207,0,814,2541,3.896103896103896,0.0,20.385674931129476,0.0,10.271546635182998,0.905155450609996,20.89728453364817,3.463203463203463,0.0,8.146399055489963,0.0,32.03463203463203,rock
Porcupine Tree,Deadwing,Deadwing,10,F/Dm,1118,233,4004,256,1155,1474,520,139,0,3372,129,919,13319,8.394023575343494,1.7493805841279373,30.06231699076507,1.9220662211877768,8.67182220887454,11.066896914182745,3.9041970117876716,1.0436218935355508,0.0,25.317216007207747,0.9685411817704033,6.899917411217059,rock
Porcupine Tree,A Smart Kid,Stupid Dream,9,C/Am,659,0,222,0,606,525,0,196,0,475,0,216,2899,22.73197654363574,0.0,7.657813038978959,0.0,20.903759917212835,18.109692997585373,0.0,6.760952052431874,0.0,16.384960331148672,0.0,7.450845119006553,rock
unknown,unknown,unknown,8,F/Dm,90,8,1214,68,68,18,0,41,4,65,0,0,1576,5.710659898477157,0.5076142131979695,77.03045685279187,4.314720812182741,4.314720812182741,1.1421319796954315,0.0,2.601522842639594,0.25380710659898476,4.124365482233502,0.0,0.0,rock
Porcupine Tree,Arriving Somewhere But Not Here,Deadwing,9,F/Dm,866,30,3798,136,940,743,62,798,125,1421,885,281,10085,8.58701041150223,0.2974714923153198,37.659890927119484,1.3485374318294496,9.32077342588002,7.36737729300942,0.6147744174516608,7.912741695587506,1.2394645513138325,14.090233019335646,8.775409023301933,2.7863163113534952,rock
Porcupine Tree,Way Out of Here,Fear of a Blank Planet,8,D#/Cm,835,67,722,453,106,661,0,744,416,226,384,95,4709,17.732002548311744,1.422807390104056,15.332342323210874,9.619876831599065,2.25100870673179,14.036950520280314,0.0,15.799532809513698,8.834147377362497,4.7993204502017415,8.154597579103843,2.017413463580378,rock
unknown,unknown,unknown,7,A#/Gm,278,12,355,0,228,323,0,375,0,286,271,77,2205,12.607709750566892,0.5442176870748299,16.099773242630384,0.0,10.340136054421768,14.648526077097507,0.0,17.006802721088434,0.0,12.970521541950115,12.290249433106576,3.492063492063492,rock
unknown,unknown,unknown,8,D/Bm,120,5,484,49,861,4,463,272,112,867,0,1137,4374,2.7434842249657065,0.11431184270690445,11.06538637402835,1.1202560585276635,19.684499314128946,0.09144947416552354,10.585276634659351,6.218564243255601,2.5605852766346593,19.82167352537723,0.0,25.99451303155007,rock
unknown,unknown,unknown,7,D/Bm,0,192,585,0,111,0,291,0,315,258,0,60,1812,0.0,10.596026490066226,32.28476821192053,0.0,6.125827814569536,0.0,16.05960264900662,0.0,17.3841059602649,14.23841059602649,0.0,3.3112582781456954,rock
Porcupine Tree,Stranger by The Minute,unknown,9,A#/Gm,421,67,264,234,142,288,18,576,113,57,331,1,2512,16.75955414012739,2.6671974522292996,10.509554140127388,9.315286624203821,5.6528662420382165,11.464968152866243,0.7165605095541402,22.929936305732486,4.498407643312102,2.269108280254777,13.17675159235669,0.039808917197452234,rock
unknown,unknown,unknown,5,G/Em,57,0,209,0,86,19,114,385,0,23,12,81,986,5.780933062880324,0.0,21.196754563894523,0.0,8.72210953346856,1.9269776876267748,11.561866125760648,39.046653144016226,0.0,2.332657200811359,1.2170385395537524,8.21501014198783,rock
Porcupine Tree,Fear of a Blank Planet,Fear of a Blank Planet,9,F/Dm,428,12,3618,466,310,384,35,842,890,428,210,81,7704,5.555555555555555,0.1557632398753894,46.96261682242991,6.048805815160955,4.023883696780893,4.984423676012461,0.45430944963655245,10.92938733125649,11.552440290758048,5.555555555555555,2.7258566978193146,1.0514018691588785,rock
Porcupine Tree,Synesthesia,Up The Downstair (1993),10,C/Am,1874,0,1161,2,2394,6,405,553,3,6296,496,65,13255,14.138061109015466,0.0,8.758958883440211,0.015088645794039986,18.061109015465863,0.04526593738211995,3.055450773293097,4.172010562052056,0.022632968691059976,47.49905695963787,3.741984156921916,0.49038098830629956,rock
unknown,unknown,unknown,9,G/Em,177,0,206,50,710,108,64,78,25,196,77,210,1901,9.310889005786429,0.0,10.836401893740137,2.6301946344029457,37.34876380852183,5.681220410310363,3.3666491320357705,4.103103629668595,1.3150973172014728,10.310362966859547,4.0504997369805364,11.046817464492372,rock
Porcupine Tree,My Ashes,Fear of a Blank Planet,12,G/Em,229,289,1153,0,1258,301,49,698,0,1037,324,335,5673,4.036664903930901,5.094306363476115,20.3243433809272,0.0,22.175215935131323,5.305834655385158,0.8637405252952584,12.303895646042658,0.0,18.27956989247312,5.7112638815441565,5.905164815794112,rock
Porcupine Tree,Burning Sky,Up The Downstair (1993),9,D/Bm,325,244,1168,9,728,82,769,1057,4,617,87,628,5718,5.683805526407835,4.267226302903112,20.42672263029031,0.15739769150052466,12.73172437915355,1.434067855893669,13.448758307100384,18.485484435117176,0.06995452955578874,10.790486183980413,1.521511017838405,10.982861140258832,rock
Porcupine Tree,Four Chords That Made A Million,Four Chords That Made A Million,9,D/Bm,322,18,852,0,43,3,144,84,2,157,0,131,1756,18.337129840546698,1.0250569476082005,48.51936218678816,0.0,2.44874715261959,0.17084282460136674,8.200455580865604,4.783599088838269,0.11389521640091116,8.940774487471526,0.0,7.46013667425968,rock
unknown,unknown,unknown,9,D#/Cm,1794,15,355,473,11,596,130,454,595,145,199,64,4831,37.13516870213206,0.31049472158973296,7.34837507762368,9.79093355412958,0.2276961291658042,12.33699027116539,2.690954253777686,9.397640240115917,12.316290623059407,3.0014489753674187,4.119229973090458,1.3247774787828606,rock
unknown,unknown,unknown,9,G/Em,69,0,8,0,189,99,27,54,28,130,0,90,694,9.94236311239193,0.0,1.1527377521613833,0.0,27.23342939481268,14.265129682997118,3.890489913544669,7.780979827089338,4.034582132564841,18.73198847262248,0.0,12.968299711815561,rock
unknown,unknown,unknown,9,G/Em,69,0,8,0,189,99,27,54,28,130,0,90,694,9.94236311239193,0.0,1.1527377521613833,0.0,27.23342939481268,14.265129682997118,3.890489913544669,7.780979827089338,4.034582132564841,18.73198847262248,0.0,12.968299711815561,rock
unknown,unknown,unknown,7,F/Dm,256,0,519,0,276,143,24,473,0,357,76,70,2194,11.668185961713764,0.0,23.655423883318143,0.0,12.579762989972654,6.517775752051048,1.0938924339106655,21.558796718322697,0.0,16.27164995442115,3.4639927073837744,3.1905195989061075,rock
Red Hot Chili Peppers,I Like Dirt,Californication,5,D/Bm,18,1,458,11,322,11,275,194,9,177,22,778,2276,0.7908611599297013,0.04393673110720562,20.123022847100174,0.4833040421792618,14.147627416520212,0.4833040421792618,12.082601054481547,8.52372583479789,0.39543057996485065,7.7768014059753945,0.9666080843585236,34.18277680140597,rock
unknown,unknown,unknown,7,C#/A#m,46,259,28,99,15,122,242,30,158,33,146,55,1233,3.7307380373073804,21.005677210056774,2.2708840227088403,8.02919708029197,1.2165450121654502,9.89456609894566,19.626926196269263,2.4330900243309004,12.814274128142742,2.67639902676399,11.841038118410381,4.4606650446066505,rock
David Bowie,Young Americans,unknown,8,F/Dm,839,124,1269,10,774,565,293,1036,15,1111,2,933,6971,12.035575957538374,1.778797876918663,18.203987950078897,0.14345144168698895,11.103141586572946,8.105006455314875,4.203127241428777,14.861569358772057,0.2151771625304834,15.937455171424473,0.02869028833739779,13.384019509396069,rock
unknown,unknown,unknown,3,F/Dm,18,0,42,30,4,40,10,27,0,18,30,0,219,8.21917808219178,0.0,19.17808219178082,13.698630136986301,1.82648401826484,18.2648401826484,4.5662100456621,12.32876712328767,0.0,8.21917808219178,13.698630136986301,0.0,rock
David Bowie,Diamond Dogs,Alto Sax,6,A/F#m,119,375,103,34,573,33,237,71,37,713,26,158,2479,4.800322710770472,15.127067365873337,4.154901169826543,1.371520774505849,23.11415893505446,1.3311819281968535,9.560306575231948,2.864058087938685,1.4925373134328357,28.76159741831384,1.0488100040338848,6.3735377168213,rock
David Bowie,Moonage Daydream,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (1972),16,A/F#m,2,529,1104,13,1160,51,1374,706,236,1002,180,1303,7660,0.02610966057441253,6.906005221932116,14.412532637075717,0.16971279373368145,15.143603133159269,0.6657963446475196,17.93733681462141,9.216710182767624,3.0809399477806787,13.080939947780678,2.3498694516971277,17.010443864229767,rock
unknown,Station To Station,1976,5,C/Am,48,0,102,16,66,15,32,77,0,112,0,50,518,9.266409266409266,0.0,19.69111969111969,3.088803088803089,12.741312741312742,2.8957528957528957,6.177606177606178,14.864864864864865,0.0,21.62162162162162,0.0,9.652509652509652,rock
unknown,unknown,unknown,5,F/Dm,634,96,2280,542,788,1072,336,1578,0,340,905,398,8969,7.068792507525923,1.0703534396253762,25.42089419110269,6.043037127884937,8.785817816924963,11.952280075816702,3.746237038688817,17.593934663842123,0.0,3.790835098673208,10.090311071468392,4.437506968446873,rock
Foo Fighters,A320,Godzilla soundtrack,8,G/Em,415,56,774,186,224,372,417,1209,259,370,241,393,4916,8.441822620016273,1.1391375101708707,15.744507729861676,3.7835638730675343,4.556550040683483,7.5671277461350686,8.482506102522375,24.593165174938974,5.268510984540277,7.526444263628966,4.9023596419853535,7.994304312449145,rock
unknown,M.I.A.,There is Nothing Left to Lose,7,F/Dm,66,243,1421,0,552,111,34,317,9,867,72,402,4094,1.612115290669272,5.935515388373229,34.709330727894475,0.0,13.48314606741573,2.711284807034685,0.8304836345872008,7.743038593063019,0.21983390327308255,21.17733268197362,1.7586712261846604,9.81924767953102,rock
Porcupine Tree,Normal,Nil Recurring,10,G/Em,651,140,728,96,2012,71,117,974,12,1390,62,1371,7624,8.538824763903463,1.8363064008394543,9.548793284365162,1.2591815320041972,26.3903462749213,0.9312696747114376,1.5346274921301153,12.775445960125916,0.15739769150052466,18.231899265477438,0.8132214060860441,17.982686253934943,rock
Richie Kotzen,You can`t save me,Into the Black,1,G/Em,96,0,258,0,504,0,31,229,0,235,0,51,1404,6.837606837606838,0.0,18.37606837606838,0.0,35.8974358974359,0.0,2.207977207977208,16.31054131054131,0.0,16.73789173789174,0.0,3.632478632478633,rock
Red Hot Chili Peppers,I Get Around,unknown,5,C/Am,160,88,148,197,229,293,102,153,222,295,248,92,2227,7.184553210597216,3.951504265828469,6.645711719802424,8.845981140547822,10.282891782667265,13.15671306690615,4.580152671755725,6.870229007633588,9.968567579703636,13.246519982038619,11.136057476425684,4.1311180960934,rock
Foo Fighters,Bridge Burning,Wasting Light,10,G/Em,1068,540,2145,601,2354,16,561,1741,562,1007,150,1665,12410,8.605962933118452,4.35132957292506,17.284448025785657,4.842868654311039,18.968573730862207,0.12892828364222403,4.52054794520548,14.0290088638195,4.528605962933119,8.114423851732473,1.20870265914585,13.416599516518938,rock
Foo Fighters,White Limo,Wasting Light,4,D/Bm,254,0,225,142,265,153,380,202,1,384,131,1554,3691,6.881603901381739,0.0,6.0959089677594145,3.8471958818748306,7.179626117583311,4.145218098076402,10.295312923327012,5.472771606610674,0.0270929287455974,10.403684638309402,3.5491736656732593,42.10241127065836,rock
Foo Fighters,White Limo,Wasting Light,4,D/Bm,254,0,225,142,265,153,380,202,1,384,131,1554,3691,6.881603901381739,0.0,6.0959089677594145,3.8471958818748306,7.179626117583311,4.145218098076402,10.295312923327012,5.472771606610674,0.0270929287455974,10.403684638309402,3.5491736656732593,42.10241127065836,rock
unknown,unknown,unknown,4,G/Em,173,122,415,0,452,0,111,415,0,384,0,102,2174,7.957681692732291,5.611775528978841,19.089236430542776,0.0,20.791168353265867,0.0,5.105795768169273,19.089236430542776,0.0,17.66329346826127,0.0,4.6918123275068995,rock
David Bowie,Somebody Up There Likes Me,Young Americans,7,D/Bm,252,112,756,4,626,152,494,142,246,1032,0,1084,4900,5.142857142857142,2.2857142857142856,15.428571428571427,0.0816326530612245,12.775510204081634,3.1020408163265305,10.081632653061225,2.8979591836734695,5.020408163265306,21.06122448979592,0.0,22.122448979591837,rock
David Bowie,Space Oddity,unknown,11,G/Em,1144,66,355,193,1606,887,59,643,126,630,333,728,6770,16.89807976366322,0.9748892171344165,5.243722304283604,2.8508124076809453,23.72230428360414,13.101920236336781,0.8714918759231906,9.49778434268833,1.861152141802068,9.30576070901034,4.918759231905465,10.753323485967503,rock
